0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387000,0.8117890222179514,0.8117890222179514,0,-0.8117890222179514,0.7968929671275327,0,0,0,0,0,1.57942671832319,0,1.57942671832319,0,0,0,0,0.7968929671275327,0,0,0,0,0,0,-0.768682866629089,0,0,0,0,0
743000,0,0,0,0,9.691001300805624,0,0,0,9.691001300805624,0,0,9.691001300805624,0,9.691001300805624,0,0,0,9.691001300805624,0,0,0,0,0,9.691001300805624,9.691001300805624,0,0,0,0,0
779000,0,0.3327943348927498,0,0,0,0,0,0,0,0.3302635550085586,0,0,0,0,0,0,0,0.3302635550085586,-0.3327943348927498,0,0,0,0,0,0,0,0,0,0,-0.3379740651380692
878000,2.63289387223492,0,0,0,-2.802872360024355,0,2.63289387223492,0,0,5.435766232259276,0,0,2.482358372503202,0,0,0,0,0,0,2.482358372503202,0,0,0,2.348109584952296,0,4.830467957455498,0,0,0,0
903000,0,0.4409118905055062,0,0,0,0,0,0.4364805402450088,-0.4364805402450088,0.4364805402450088,-0.8773924307505151,0,0,0,0,0,0,0,0,0,0,0,0,-0.4500501226676442,0,0,0,0,0,0
1303000,0,0.1526519961472572,0.1521173120532793,0,-0.4579597604752739,0,0.1537327204929217,0,0,0,0.1531904522747374,-0.1531904522747374,-0.3080115619210344,0,0,0,0,-0.1548288562860711,-0.1553828068621643,-0.1553828068621643,0.3102116631482355,0,0,0.1548288562860711,0,0.1542788414281127,0,0,0,0.4612020141957718
1496000,1.703333929878037,0,0,-1.639041618816939,0,0,0,0,0,0,1.579426718323185,0,0,-1.639041618816939,0,0,0,1.703333929878037,0,1.703333929878037,0,0,0,0,0,0,4.92180226701816,0,0,0
1774000,0,0,0,0,0,0,0,0,5.799194697768661,0,0,5.115252244738122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
