,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,volume
G13,0.0,0.0,0.0,0.0,-2.7398974188114544,2.7398974188114544,0.0,0.0,-17.76811772374525,0.0,-2.2472855852058604,6.744128079553269,0.0,-2.409755157906057,0.0,5.129329438755059,2.597548640326064,0.0,0.0,0.0,0.0,2.666824708216131,2.7398974188114544,2.7398974188114544,2.81708769666964,0.0,-2.7398974188114544,0.0,0.0,0.0,19303000.0
H07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.922071315328135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.922071315328135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19491000.0
5FH,0.0,0.0,0.0,0.0,0.0,-7.14589639821448,-9.844007281325261,-3.0771658666753687,-5.715841383994835,-2.666824708216131,0.0,2.597548640326064,0.0,-2.666824708216131,0.0,0.0,-2.597548640326064,0.0,-7.232066157962603,-8.894748601649615,-6.31789016215315,2.0619287202735648,10.763066419236544,2.2989518224698746,-2.2472855852058604,-2.1978906718775337,0.0,0.0,0.0,2.150620522096347,20354000.0
5FI,0.0,0.0,0.0,-5.129329438755059,5.129329438755059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4067221270275745,0.0,0.0,-5.715841383994857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21962000.0
E23,-12.260232209233246,-7.696104113612834,-3.63676441708749,0.0,-7.410797215372189,0.0,0.0,0.0,-3.5091319811269894,-3.5091319811269894,-6.669137449867235,0.0,0.0,-3.2789822822991033,0.0,6.899287148695121,0.0,0.0,7.410797215372189,-3.774032798284699,0.0,3.63676441708749,3.774032798284699,3.774032798284699,0.0,0.0,0.0,0.0,0.0,0.0,23139000.0
H16,-2.3810648693718544,-3.4685557987890054,-1.142869582362277,-2.2472855852058604,0.0,1.1299555253933378,0.0,-4.396312342111614,-5.182506786458608,-2.985296314968118,-8.376988306545883,2.7150989065950855,2.7651531330510073,-0.938974034983904,0.0,1.923136192788762,2.0000666706669543,-1.005033585350145,2.0202707317519466,-1.0152371464018015,-2.985296314968118,0.0,0.0,0.0,-1.9048194970694494,4.7856021177635135,0.0,0.0,0.0,0.9852296443011638,25233000.0
E27,0.0,8.701137698962969,0.0,0.0,0.0,0.0,8.701137698962969,0.0,0.0,0.0,0.0,0.0,-15.415067982725827,7.410797215372189,0.0,8.004270767353638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30662000.0
F18,-7.061756721395341,0.0,0.0,-2.2989518224698746,2.2472855852058604,0.0,0.0,0.0,0.0,-4.445176257083395,0.0,2.150620522096347,0.0,-2.1978906718775337,0.0,2.2472855852058604,0.0,0.0,4.652001563489283,-2.3530497410194084,0.0,2.3530497410194084,0.0,4.762804898925466,-2.409755157906057,2.409755157906057,-2.409755157906057,0.0,0.0,-2.2989518224698746,32558000.0
5EF,0.0,0.0,0.0,-3.63676441708749,0.0,0.0,-3.5091319811269894,-12.92117314800063,-5.884050002293328,0.0,-8.223809823697225,0.0,2.666824708216131,-2.666824708216131,0.0,0.0,-7.79615414697119,-2.4692612590371366,-4.652001563489283,-4.445176257083395,-4.348511193973881,0.0,2.2472855852058604,-4.445176257083395,-8.3381608939051,-7.696104113612834,-1.834913866819654,0.0,0.0,0.0,36121000.0
F22,-5.884050002293334,-2.8573372444056053,1.4184634991956435,-1.4184634991956435,1.4184634991956435,-2.777956410707577,-2.702867238791934,1.3423020332140712,-1.32452267500206,-6.371581438610777,0.0,5.064373281875498,3.871451218069047,1.32452267500206,0.0,6.899287148695155,0.0,5.715841383994852,5.971923470162216,-7.4107972153721775,1.4598799421152553,2.9852963149681164,1.5037877364540542,4.652001563489288,-1.5748356968139199,3.1748698314580324,0.0,0.0,0.0,-1.6000341346441127,37271000.0
i11,0.0,0.0,0.0,0.0,0.0,13.35313926245223,0.0,13.35313926245223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39191000.0
E25,-5.129329438755059,5.129329438755059,0.0,0.0,0.0,0.0,0.0,0.0,-4.879016416943194,-4.652001563489283,0.0,4.652001563489283,4.652001563489283,0.0,0.0,4.879016416943194,0.0,0.0,5.4067221270275745,0.0,0.0,5.4067221270275745,-5.4067221270275745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58655000.0
H17,-3.550668845690985,-0.5830920310793242,-1.1696039763191335,-1.729149711006095,-1.1363758650315137,0.566573753567734,0.5698021114637797,1.156082240107592,-1.1628037995119134,-1.7192400540372854,1.7094433359300165,2.3256862164267256,1.7804624633506627,-2.366974408590472,0.0,1.183445764700286,-1.1976191046715656,0.0,0.600602406021189,0.0,0.0,0.600602406021189,2.439145312415908,4.389419355722518,0.0,3.236528450203169,0.6600684031352055,0.0,0.0,0.0,70435000.0
5EN,0.0,2.9852963149681333,6.062462181643502,-2.9852963149681333,0.0,0.0,0.0,2.9852963149681333,0.0,-2.898753687325195,-5.556985115481094,0.0,0.0,2.7398974188114544,0.0,5.715841383994835,0.0,2.898753687325195,-2.898753687325195,0.0,2.81708769666964,2.81708769666964,2.898753687325195,0.0,0.0,2.898753687325195,0.0,0.0,0.0,0.0,78640000.0
5EK,11.778303565638337,0.0,0.0,0.0,11.778303565638337,0.0,0.0,0.0,0.0,0.0,-28.768207245178125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.701137698962969,0.0,0.0,-9.531017980432477,0.0,0.0,-9.531017980432477,8.701137698962969,0.0,0.0,0.0,0.0,82608000.0
F01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.536051565782678,-10.536051565782678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86899000.0
E13,-10.265415406008326,2.4692612590371366,-2.597548640326064,-2.5317807984289953,2.5317807984289953,0.0,0.0,5.129329438755059,-5.001042057466131,0.0,-4.762804898925466,4.762804898925466,-2.409755157906057,-2.409755157906057,0.0,2.4692612590371366,2.5317807984289953,-2.4692612590371366,2.4692612590371366,-2.409755157906057,-4.652001563489283,2.2989518224698746,-2.2989518224698746,0.0,2.2989518224698746,0.0,0.0,0.0,0.0,2.3530497410194084,101207000.0
F11,-2.666824708216131,-5.129329438755059,-2.5317807984289953,0.0,2.4692612590371366,0.0,-5.001042057466131,2.4692612590371366,0.0,-2.409755157906057,2.3530497410194084,-2.2989518224698746,-4.445176257083395,2.2472855852058604,0.0,2.2989518224698746,2.409755157906057,-4.762804898925466,4.762804898925466,0.0,0.0,2.409755157906057,0.0,2.4692612590371366,0.0,5.129329438755059,-5.129329438755059,0.0,0.0,0.0,155338000.0
F12,-4.725288485054557,0.0,-1.5504186535965248,-1.5037877364540542,-1.4815085785140625,0.0,-1.4598799421152553,0.0,-2.8573372444056053,-2.777956410707577,-2.666824708216131,2.564243061333768,0.0,1.2903404835907906,0.0,2.5975486403260692,0.0,-6.371581438610777,5.064373281875498,-1.2903404835907906,-1.2578782206860124,2.5001302205417297,2.564243061333768,2.6317308317373387,2.702867238791934,1.3605652055778628,-2.7398974188114487,0.0,0.0,1.3423020332140712,218631000.0
